
,"LISTA DE PRECIOS DELTRON"

,"Generada el :"2024-02-01 06:58:16
,"Almacen(es) :,'AREQUIPA'"
,"Almacen(es) :"
,"TIPO DE CAMBIO :3.820"
,"__________________________________"


"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR5 6000 PC5-48000","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr5 6000 pc5-48000","me16gkf560c32ra","memoria kingston fury renegade, 16gb, ddr5 6000 mhz, pc5-48000, cl32, 1.35v, rgb.[@@@",1,68.84, ,"","P","kingston"
"mem ddr5 6000 pc5-48000","me16kf560c40bb1","memoria dimm kingston fury beast 16gb ddr5-6000mhz, pc5-48000, cl40, 1.35v, 288-pin[@",2,59.80, ,"","P","kingston"
"mem ddr5 6000 pc5-48000","me16tf6000hc38a","memoria teamgroup t-force delta black rgb, 16gb ddr5-6000mhz, pc5-48000, cl38, 1.25v[",1,50.20, ,"","P","teamgroup"
"mem ddr5 6000 pc5-48000","me32tfvc6000hc3","mem ram 32g t-force vul 6.00gh",1,87.94, ,"","P","teamgroup"
"mem ddr5 6000 pc5-48000","me8gkf560c40ba","memoria kingston fury beast 8gb ddr5-6000mhz, pc5-48000, cl40, 1.35v, 288-pin, non-ec",1,39.30, ,"","P","kingston"
"mem ddr5 6000 pc5-48000","me8gkf560c40bf","memoria kingston fury beast 8gb ddr5-6000mhz, pc5-48000, cl40, 1.35v, 288-pin, non-ec",1,34.77, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR5 6400 PC5-51200","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr5 6400 pc5-51200","me16gkf564c32ra","memoria kingston fury renegade, 16gb, ddr5 6400 mhz, pc5-51200, cl32, 1.4v, rgb.[@@@]",4,77.89, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM FLASH, COMPACT FLASH","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem flash, compact flash","mesdsqua4128g","micro sdxc 128gb",6,20.85, ,"","W","sandisk"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM FLASH, SECURE DIGITAL","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem flash, secure digital","acktsdcg3128gb","memoria flash microsdxc kingston canvas go! plus,128gb con adaptador sd.[@@@]rendimie",16,10.05, ,"","Y","kingston"
"mem flash, secure digital","acktsdcg364gb","memoria flash microsdxc kingston canvas go! plus,64gb con adaptador sd.[@@@]rendimien",>20,6.32, ,"","Y","kingston"
"mem flash, secure digital","acktsds264gb","memoria card sd kingston canvas select plus, 64 gb, uhs-i speed class 1 (u1).[@@@]vel",>20,4.79, ,"","Y","kingston"
"mem flash, secure digital","me128gbsdsqxao","memoria flash microsdxc sandisk, 128gb con licencia oficial nintendo® para nintendo s",8,24.42, ,"","P","sandisk"
"mem flash, secure digital","me16gbsdsquar","memoria flash microsdhc sandisk ultra a1, class10, uhs-i, 16gb, presentación en colga",>20,3.79, ,"","Y","sandisk"
"mem flash, secure digital","me32gbsdsqunr","memoria flash sandisk ultra microsdhc, uhs-i, class10, 32gb, incluye adaptador sd.[@@",>20,3.82, ,"","Y","sandisk"
"mem flash, secure digital","me64gbsdsqunr","memoria flash sandisk ultra microsdhc, uhs-i, class10, 64gb, incluye adaptador sd.[@@",>20,5.70, ,"","Y","sandisk"
"mem flash, secure digital","msdwdd128g1p0c","memoria flash wd purple 128gb sc qd101 microsd, ideal para camaras de videovigilancia",>20,15.33, ,"","Y","western digital"
"mem flash, secure digital","msdwdd256g1p0c","memoria flash wd purple 256gb sc qd101 microsd, ideal para camaras de videovigilancia",14,39.20, ,"","Y","western digital"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM FLASH, USB DRIVE","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem flash, usb drive","ac16gbusbcz50gr","memoria flash usb sandisk cruzer blade, 16gb, usb2.0.[@@@]cruzer blade usb flash driv",>20,3.09, ,"","F","sandisk"
"mem flash, usb drive","ac16gbusbcz50w","memoria flash usb sandisk cruzer blade, 16gb, usb2.0.[@@@]",>20,3.12, ,"","F","sandisk"
"mem flash, usb drive","ac32gbusbcz410","memoria flash usb sandisk ultra shift, 32gb, usb 3.0.[@@@]",>20,3.72, ,"","Y","sandisk"
"mem flash, usb drive","ac32gusbcz50b35","memoria flash usb sandisk cruzer blade, 32gb, usb2.0, presentación en colgador.[@@@]", ,3.17, ,"","X","sandisk"
"mem flash, usb drive","ac64gbusbcz410","memoria flash usb sandisk ultra shift, 64gb, usb 3.0.[@@@]",>20,5.66, ,"","Y","sandisk"
"mem flash, usb drive","ac64gusbsdcz50","memoria flash usb sandisk cruzer blade , 64gb, usb 2.0, presentación en colgador.[@@@",>20,5.48, ,"","X","sandisk"
"mem flash, usb drive","accacup20016gb","up200 ufd 16gb black usb 2.0",>20,2.51, ,"","W","acer"
"mem flash, usb drive","accacup20016gbg","up200 ufd 16gb green usb 2.0",3,2.51, ,"","W","acer"
"mem flash, usb drive","accacup20016gbw","up200 ufd 16gb white usb 2.0",>20,2.51, ,"","W","acer"
"mem flash, usb drive","accacup20032gb","up200 ufd 32gb black usb 2.0",>20,2.79, ,"","W","acer"
"mem flash, usb drive","accacup20032gbg","up200 ufd 32gb green usb 2.0",11,2.80, ,"","W","acer"
"mem flash, usb drive","accdtmc3g2128g","memoria flash kingston datatraveler micro unidad flash usb ultrapequeño con metal pre",>20,10.46, ,"","W","kingston"
"mem flash, usb drive","acckdt70256gb","memoria flash usb kingston datatraveler 70, 256gbusb-c 3.2 gen1, presentación en colg",4,13.07, ,"","D","kingston"
"mem flash, usb drive","accsdcz410128g","memoria flash usb sandisk ultra shift usb 3.2 gen1, 128gb[@@@]",>20,10.65, ,"","W","sandisk"
"mem flash, usb drive","accsdcz41032gg","memoria flash usb sandisk ultra shift usb 3.2 gen1, 32gb[@@@]",>20,3.84, ,"","W","sandisk"
"mem flash, usb drive","ackcu2g647gb","memoria flash usb kingston datatraveler exodia 64gb, usb 3.2 gen 1, color azul.[@@@]p",>20,3.62, ,"","W","kingston"
"mem flash, usb drive","ackcu2g647gr","memoria flash usb kingston datatraveler exodia 64gb, usb 3.2 gen 1, color rojo.[@@@]p",18,3.62, ,"","W","kingston"
"mem flash, usb drive","acktdt70128gb","memoria flash usb kingston datatraveler 70, 128gb, usb-c 3.2 gen1 presentación en col",9,5.58, ,"","Y","kingston"
"mem flash, usb drive","acktdt7064gb","memoria flash usb kingston datatraveler 70, 64gb,usb-c 3.2 gen1, presentación en colg",>20,3.62, ,"","Y","kingston"
"mem flash, usb drive","acktdt8064gb","memoria flash usb kingston datatraveler 80, 64gb,usb-c 3.2 gen1, presentación en colg",1,7.94, ,"","Y","kingston"
"mem flash, usb drive","acktdtkn128gb","memoria flash usb kingston datatraveler kyson 128gb, usb 3.2 gen 1, color plata.[@@@]",>20,9.03, ,"","Y","kingston"
"mem flash, usb drive","acktdtkn32gb","memoria flash usb kingston datatraveler kyson 32gb, usb 3.2 gen 1, color plata.[@@@]l",20,4.53, ,"","Y","kingston"
"mem flash, usb drive","acktdtkn64gb","memoria flash usb kingston datatraveler kyson, 64gb, usb 3.2 gen 1, plata[@@@]present",>20,5.15, ,"","Y","kingston"
"mem flash, usb drive","acktdtx64gb","memoria flash usb kingston datatraveler exodia 64gb, usb 3.2 gen 1[@@@]presentación e",>20,3.62, ,"","Y","kingston"
"mem flash, usb drive","acktdtx64gbw","memoria flash usb kingston datatraveler exodia, 64gb, usb 3.2 gen 1, blanco[@@@]prese",>20,3.62, ,"","Y","kingston"
"mem flash, usb drive","acktdtxm64gb","memoria flash usb kingston datatraveler exodia m,64gb, usb 3.2 gen 1, azul[@@@]presen",>20,3.62, ,"","Y","kingston"
"mem flash, usb drive","acktdtxon64gb","memoria flash usb kingston datatraveler exodia onyx, 64gb, usb 3.2 gen 1, color negro",>20,3.61, ,"","W","kingston"
"mem flash, usb drive","acsdcz73016gg46","memoria flash sandisk 16gb ultra flair usb 3.0.[@@@]",9,4.67, ,"","D","sandisk"
"mem flash, usb drive","acsdcz73032gg46","memoria flash sandisk 32gb ultra flair usb 3.0.[@@@]",>20,4.87, ,"","D","sandisk"
"mem flash, usb drive","actc1753128gb01","memoria flash drive teamgroup c175, usb 3.2 gen 1(3.0/3.1), 128gb, color negro[@@@]ta",3,5.52, ,"","D","teamgroup"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM SODIMM DDR3 1333","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem sodimm ddr3 1333","me4gted3l4g133s","memoria teamgroup so-dimm elite ddr3 4gb ddr3l-1333 mhz, cl9, 1.35v[@@@]",11,10.80, ,"","P","teamgroup"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM SODIMM DDR3 1600","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem sodimm ddr3 1600","me4gkvr16ls114p","memoria kingston sodimm 4gb ddr3-1600mhz pc3-12800, cl11, 1.35v, 240-pin, non-ecc[@@@",9,16.18, ,"","P","kingston"
"mem sodimm ddr3 1600","me4gtgd3l4g1600","memoria tg elite sodimm ddr3 4gb ddr3-1600 mhz, cl-11, 1.35v[@@@]",17,10.20, ,"","P","teamgroup"
"mem sodimm ddr3 1600","me8gkvr16ls118w","memoria kingston kvr16ls11/8wp, 8gb, ddr3l sodimm, 1600 mhz cl-11, 1.35v[@@@]",>20,29.45, ,"","P","kingston"
"mem sodimm ddr3 1600","me8tgted3l8g160","memoria teamgroup, 8gb, ddr3l, sodimm, 1600mhz, cl11-11-11-28, 1.35v[@@@]",19,16.98, ,"","D","teamgroup"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM SODIMM DDR4 2666","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem sodimm ddr4 2666","me16ghp7eh99aa","memoria hp s1 series, 16gb, ddr4, so-dimm, 2666 mhz, cl-19, 1.2v[@@@]",17,29.35, ,"","P","hp memorias ram"
"mem sodimm ddr4 2666","me16gkcp426sd8","memoria sodimm kingston kcp426sd8/16, 16gb, ddr4-2666 mhz, cl19, non-ecc, 1.2v.[@@@]",8,35.63, ,"","P","kingston"
"mem sodimm ddr4 2666","me16gtg2666c19s","memoria teamgroup elite, 16gb, ddr4, so-dimm, 2666 mhz, 1.2v, cl 19-19-19-43[@@@]",11,27.24, ,"","F","teamgroup"
"mem sodimm ddr4 2666","me16kvr26s19s8","memoria kingston kvr26s19s8/16, 16gb, ddr4, so-dimm, 2666 mhz, cl19, 1.2v, non-ecc[@@",7,31.31, ,"","P","kingston"
"mem sodimm ddr4 2666","me8ghp7eh98aa","memoria hp s1 series, 8gb, ddr4, so-dimm, 2666 mhz, 1.2v.[@@@]",20,15.78, ,"","P","hp memorias ram"
"mem sodimm ddr4 2666","me8gkcp426ss6","memoria kingston kcp426ss6/8, 8gb, ddr4, so-dimm,2666 mhz, cl19, 1.2v, non-ecc[@@@]",13,19.30, ,"","P","kingston"
"mem sodimm ddr4 2666","me8gkcp426ss8","memoria kingston kcp426ss8/8, 8gb, ddr4, so-dimm,2666 mhz, cl19, 1.2v.[@@@]",12,19.30, ,"","P","kingston"
"mem sodimm ddr4 2666","me8gkvr26s19s6","memoria kingston kvr26s19s6/8, 8gb, ddr4, so-dimm, 2666 mhz, cl19, 1.2v.[@@@]",15,16.83, ,"","P","kingston"
"mem sodimm ddr4 2666","me8gted48g266s1","memoria teamgroup elite, 8gb, ddr4, so-dimm, 2666mhz, 1.2v, cl 19-19-19-43[@@@]",>20,15.98, ,"","P","teamgroup"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM SODIMM DDR4 3200","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem sodimm ddr4 3200","me16ghp2e2m732","memoria so-dimm hp s1 series, 16gb ddr4 3200 mhz,cl-22, 1.20v, 260-pin[@@@]",20,31.10, ,"","P","hp memorias ram"
"mem sodimm ddr4 3200","me16gkf432s2ib2","memoria sodimm kingston hyper impact, 16gb, ddr4 3200 mhz, pc4-25600, cl20, 1.2v.[@@@",14,35.12, ,"","P","kingston"
"mem sodimm ddr4 3200","me16gkvr32s22s8","memoria sodimm kingston kvr32s22s8/16, 16gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-e",12,31.76, ,"","P","kingston"
"mem sodimm ddr4 3200","me16gtg3200c22s","memoria so-dimm teamgroup elite, 16gb ddr4-3200mhz (pc4-25600) 1.2v, cl22[@@@]",3,29.04, ,"","F","teamgroup"
"mem sodimm ddr4 3200","me32gkcp432sd8","memoria sodimm kingston, 32gb ddr4-3200mhz pc4-25600, cl22, 1.2v, 260-pin, non-ecc[@@",>20,69.75, ,"","P","kingston"
"mem sodimm ddr4 3200","me8ghp2e2m5aa","memoria so-dimm hp s1 series, 8gb ddr4 3200 mhz, cl-22, 1.2v[@@@]",>20,16.53, ,"","P","hp memorias ram"
"mem sodimm ddr4 3200","me8gkcp432ss68","memoria sodimm kingston kcp432ss6/8, 8gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-ecc.",>20,19.75, ,"","P","kingston"
"mem sodimm ddr4 3200","me8gkf432s20ib","memoria sodimm kingston fury impact, 8gb, ddr4, 3200 mhz, pc4-25600, cl20, 1.2v.[@@@]",7,18.74, ,"","P","kingston"
"mem sodimm ddr4 3200","me8gkvr32s22s68","memoria sodimm kingston kvr32s22s6/8, 8gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-ecc",12,17.03, ,"","P","kingston"
"mem sodimm ddr4 3200","me8gtg3200c22s1","memoria so-dimm teamgroup elite, 8gb ddr4-3200mhz(pc4-25600) 1.2v, cl22[@@@]",>20,15.78, ,"","F","teamgroup"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM SODIMM DDR5 4800","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem sodimm ddr5 4800","me16ghpx16h310a","memoria hp x1 sodimm ddr5-4800mhz, pc5-38400, 16gb, cl40, 1.1 v, 260-pin.[@@@]",3,46.18, ,"","P","hp memorias ram"
"mem sodimm ddr5 4800","me16kvr48s40bs8","memoria sodimm kingston 16gb ddr5-4800 mhz, pc5-38400, cl40, 1.1v, 262-pin, non-ecc[@",4,51.15, ,"","P","kingston"
"mem sodimm ddr5 4800","me32ghp6h311aa","memoria hp x1 sodimm ddr5-4800mhz, pc5-38400, 32gb, cl40, 1.1 v, 260-pin.[@@@]",10,88.74, ,"","P","hp memorias ram"
"mem sodimm ddr5 4800","me32gtgsd4800d5","memoria teamgroup so-dimm elite ddr5, 32gb ddr5-4800mhz, cl40, 1.1v[@@@]",2,74.27, ,"","P","teamgroup"
"mem sodimm ddr5 4800","me32kvr48s40bd8","memoria sodimm kingston kvr48s40bd8-32, 32gb, ddr5-4800mhz, cl40, 1.1v, 262-pin, non-",9,92.36, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MERCHANDISING","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"merchandising","zzbolsabd","bolsa gd",>20,0.06, ,"","Z","zz otras marcas"
"merchandising","zzpolo1epson","polos epson",>20,1004.00, ,"","Z","epson"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MONITORES GAMING","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"monitores gaming","mon238cte2471g","monitor teros te-2471g, 23.8 va, 1920x1080 full hd, hdmi, curvo[@@@]relación de aspe",>20,103.52, ,"","P","teros"
"monitores gaming","mon24lg24mp60g","monitor gaming lg 23.8 fhd ips (1920x1080) 75hz,hdmi x1, dp x1, hp-out x1[@@@]relaci",5,105.63, ,"","W","lg electronics"
"monitores gaming","mon27cte2760g","monitor teros te-2760g, 27, ips, curvo, 180 hz, 1920x1080 fhd, hdmi / dp / freesync ",10,130.65, ,"","P","teros"
"monitores gaming","mon27cte2763g","monitor teros te-2763g, 27 ips, 240hz, 1920x1080, full hd, hdmi,vesa, srgb 100%[@@@]",19,151.65, ,"","P","teros"
"monitores gaming","mon315cte3214g","monitor curvo gaming teros te-3214g, 31.5 2k qhd, 2560 x 1440, hdmi/ displayport/fre",17,193.97, ,"","P","teros"
"monitores gaming","mon32cte3210g","monitor curvo gaming teros te-3210g, 32, 2k qhd,2560 x 1440, hdmi / displayport/free",11,193.97, ,"","P","teros"
"monitores gaming","mon34cte3410g","monitor teros te-3410g, 34 va uwqhd curvo, 165 hz, 3440 x 1440, wqhd, hdmi / display",2,249.14, ,"","P","teros"
"monitores gaming","mov24te2410g","monitor gaming teros te-2410g, 24.5, va, 240hz, 1920x1080, full hd, hdmi / dp, plano",10,139.70, ,"","P","teros"
"monitores gaming","mov27te3194n","monitor teros te-3194n, 27, va, curvo, 165 hz, 1920x1080 fhd, hdmi / dp / freesync /",2,130.65, ,"","P","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MONITORES TFT 15 - 19","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"monitores tft 15 - 19","mon195fte1910s","monitor teros te1910s, 19, ips, 1680x1050, hdmi / vga[@@@]relación de aspecto 16:9, ",>20,42.11, ,"","P","teros"
"monitores tft 15 - 19","mon195fte1911s","monitor teros te1911s, 19, ips, 1680x1050, hdmi / vga / speaker[@@@]relación de aspe",13,47.94, ,"","P","teros"
"monitores tft 15 - 19","mondell210-agmg","monitor dell e1916hv, 18.5 1366 x 768, tn wled, vga.[@@@]tasa de refresco 60hz, rela",5,96.48, ,"","W","dell - comercial"
"monitores tft 15 - 19","monsmls19a330nh","monitor samsung flat led 19 ls19a330nh, tn, 1366x 768, vga, hdmi, negro[@@@]relacion",9,51.56, ,"","P","samsung"
"monitores tft 15 - 19","mov195adv4021n","monitor advance adv-4021n, 19.5 led, 1600x900, hdmi / vga / audio/ speaker[@@@]relac",11,52.66, ,"","P","advance computer corp"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MONITORES TFT 20 - 23","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"monitores tft 20 - 23","mon215fadv2150s","monitor advance adv-2150s, 21.5 ips, 1920x1080, full hd, hdmi,vga, speaker[@@@]relac",7,69.35, ,"","P","advance computer corp"
"monitores tft 20 - 23","mon215fte2123s","monitor teros te-2123s, 21.45 ips, 1920x1080 full hd, hdmi / vga / speaker[@@@]relac",>20,62.31, ,"","P","teros"
"monitores tft 20 - 23","monhp64v81aa","monitor hp p22v g5, 21.45 fhd (1920 x 1080 a 75hz) va, hdmi / vga, color negro.[@@@]",5,99.50, ,"","W","hp comercial"
"monitores tft 20 - 23","monle63b0mar6la","monitor lenovo thinkvision t22i-30, 21.5 1920x1080 wled ips hdmi/dp/vga color raven ",10,149.75, ,"","W","lenovo - thinkpad"
"monitores tft 20 - 23","mov20adv6022n","monitor advance adv-6022n, 21.5 va, 1920x1080 full hd, hdmi / vga/speaker[@@@]relaci",2,63.32, ,"","P","advance computer corp"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MONITORES TFT 24 - 28","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"monitores tft 24 - 28","mon238cte2401s","monitor teros te-2401s, 23.8 va, 100hz, 1920x1080 full hd, vga, hdmi, curvo[@@@]rela",>20,79.40, ,"","P","teros"
"monitores tft 24 - 28","mon238fadv2450s","monitor advance adv-2450s, 23.8 ips, 1920x1080, full hd, hdmi, dp, speaker[@@@]relac",20,95.48, ,"","P","advance computer corp"
"monitores tft 24 - 28","mon238fte2440s","monitor teros te-2440s, 23.8 ips, 1920x1080 fullhd, hdmi, vga , vesa[@@@]relación de",13,69.24, ,"","P","teros"
"monitores tft 24 - 28","mon27cadv2750s","monitor advance adv-2750s, 27 va, 1920x1080, full hd curvo, hdmi, dp, speaker[@@@]re",19,110.55, ,"","P","advance computer corp"
"monitores tft 24 - 28","monhp64w34aaaba","monitor hp p24h g5, 23.8 fhd (1920 x 1080 a 75hz) ips, hdmi / vga / dp, color negro.",7,129.65, ,"","W","hp comercial"
"monitores tft 24 - 28","monhp6n6e9aaaba","monitor hp e24 g5 23.8 fhd/ips/16:9/75hz, hdmi x1/dp x1/usb-b x1/usb 3.2 gen 1 tipo-",6,158.79, ,"","W","hp comercial"
"monitores tft 24 - 28","monle61f6mar2la","monitor lenovo thinkvision t23i-20, 23 ips, dp, hdmi, vga, usb 3.2 gen1 x4[@@@]resol",4,166.83, ,"","W","lenovo - thinkpad"
"monitores tft 24 - 28","monlen63dckar6l","monitor lenovo c24-40, 23.8 wled va, anti-glare,75hz, 1 x hdmi, 1 x vga.[@@@]ratio d",5,97.49, ,"","W","lenovo - thinkpad"
"monitores tft 24 - 28","monsmlf24t452fq","monitor samsung 24 led ips 1920x1080, 2 x hdmi 1x displayport 1 x headphone, 2 x usb",6,120.60, ,"","P","samsung"
"monitores tft 24 - 28","mov24te3131","monitor teros te-3131, 23.8 ips, 75hz, 1920x1080full hd, vga, hdmi, curvo[@@@]relaci", ,64.32, ,"","P","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MONITORES TFT 29 +","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"monitores tft 29 +","mon29fte2910g","monitor teros te-2910g, 29 ips, 2560x1080 wfhd, hdmi, dp, usb , plano[@@@]relación d",>20,146.63, ,"","P","teros"
"monitores tft 29 +","monsmls32ag320n","onitor samsung ls32ag320nlxpe, 32 led, 1920 x 1080 va, hdmi, dp[@@@]velocidad de ref", ,186.43, ,"","W","samsung"
"monitores tft 29 +","movlg29wq600w","monitor lg ultrawide 29wq600-w, 29 wfhd (2560x1080), 75hz, panel ips, altavoces (7w+",1,230.65, ,"","W","lg electronics"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MONITORES, ACCESORIOS","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"monitores, accesorios","accte7131n","stand para monitor rgb multiproposito con 4 puertos usb[@@@]",19,20.10, ,"","D","teros"
"monitores, accesorios","actlp569006slim","cable de video tripp-lite p569-006-slim, hdmi, ultra hd 4k x 2k, 4096x2160, 1.83 mts.",1,5.83, ,"","W","tripp-lite"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MOUSE INALAMBRICO","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mouse inalambrico","accgy50z49090","mouse lenovo 530 inalambrico/diseño ambidextro/sensor optico/1200 dpi/color grafito.[",6,13.07, ,"","D","lenovo - idea"
"mouse inalambrico","mscor9317011","mouse para juegos ironclaw rgb wireless[@@@]el mouse de juego corsair ironclaw rgb wi",2,55.28, ,"","D","corsair"
"mouse inalambrico","msmoums8kx00003","mouse microsoft inalambrico bluetooth 5.0, 1000dpi, 2.4ghz, color camuflaje bosque.[@",>20,5.33, ,"","P","microsoft fpp"
"mouse inalambrico","msmoumsu7z0003","mouse óptico inalámbrico microsoft mobile 1850, 1000dpi, receptor usb, 2.4ghz, rojo.[",>20,4.85, ,"","P","microsoft fpp"
"mouse inalambrico","msmsft22200034","mouse microsoft optico inalambrico (bluetooth) ergonomico, 2.4ghz, color melocoton[@@",1,27.14, ,"","D","microsoft fpp"
"mouse inalambrico","msmsu7z00028","mouse óptico inalámbrico microsoft mobile 1850, 1000dpi, receptor usb, 2.4ghz, rosado",16,9.15, ,"","P","microsoft fpp"
"mouse inalambrico","msmsu7z00038","ms msft 1850 red",16,9.15, ,"","P","microsoft fpp"
"mouse inalambrico","msmsu7z00048","mouse óptico inalámbrico microsoft mobile 1850, 1000dpi, receptor usb, 2.4ghz, purple",>20,4.75, ,"","P","microsoft fpp"
"mouse inalambrico","mste5074n","mouse óptico inalámbrico teros te5074n, color negro, 1600 dpi, receptor usb.[@@@]4 bo",>20,3.92, ,"","W","teros"
"mouse inalambrico","mste5075p","mouse óptico inalámbrico teros te5075p, color purpura, 1600 dpi, receptor usb.[@@@]4 ",>20,3.92, ,"","W","teros"
"mouse inalambrico","mste5075r","mouse óptico inalámbrico teros te5075r, color rosado, 1600 dpi, receptor usb.[@@@]4 b",>20,3.92, ,"","W","teros"
"mouse inalambrico","mste5169n","mouse teros te-5169n, inalámbrico doble modo: 2.4g+bluetooth, 2400 dpi, vertical, neg",>20,9.05, ,"","D","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MOUSE PAD/MAT, ACCESORIOS","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mouse pad/mat, accesorios","acccor941256","mouse pad mm250 champion series, tamaño xl[@@@]juegue cómodamente durante horas con l",9,11.06, ,"","D","corsair"
"mouse pad/mat, accesorios","acccor9413560","mouse pad mm350 champion series, tamaño xl[@@@]juegue cómodamente durante horas con l",8,13.07, ,"","D","corsair"
"mouse pad/mat, accesorios","acccor9413571","mouse pad para juegos de tela antidesgaste premium mm350, tamaño ampliado xl[@@@]disf",5,22.11, ,"","D","corsair"
"mouse pad/mat, accesorios","accmpte5051n","dimensiones 320*270*3 mm[@@@]",>20,2.41, ,"","D","teros"
"mouse pad/mat, accesorios","accmpte5152n","dimensiones 450*400*3 mm[@@@]",>20,2.31, ,"","D","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MOUSE PARA GAMERS","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mouse para gamers","mscor9302211","mouse para juegos corsair glaive rgb pro, color negro[@@@]el mouse de juego corsair g",3,45.23, ,"","D","corsair"
"mouse para gamers","mscor9302311","mouse gamer corsair glaive rgb pro, alumínio.[@@@]el mouse gamer corsair glaive rgb p",4,45.23, ,"","D","corsair"
"mouse para gamers","mscor9307011","mouse óptico corsair ironclaw rgb gaming, 18 000 dpi, 7 botones, negro, usb.[@@@]sens",3,41.21, ,"","D","corsair"
"mouse para gamers","mscor9309111","mouse óptico corsair m65 rgb elite fps gaming, 18000 dpi, usb, 9 botones, blanco.[@@@",4,41.21, ,"","D","corsair"
"mouse para gamers","mste5167n","mouse teros te-5167n, Óptico, usb, 12800 dpi, rgb, negro[@@@]",>20,8.04, ,"","D","teros"
"mouse para gamers","mste5168n","mouse teros te-5168n, Óptico, triple modo: 2.4g+bluetooth+usb, 6400 dpi, rgb, negro[@",>20,13.07, ,"","D","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MOUSE USB","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mouse usb","msmoup5800062","ms msft basic optical wht",4,6.33, ,"","P","microsoft fpp"
"mouse usb","mste5076n","mouse óptico teros te-5076n, 1600dpi, , usb, 4 botones,[@@@]",>20,2.71, ,"","W","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MS ESD APLICACIONES","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"ms esd aplicaciones","msesd7605905","licenciamiento virtual (esd) microsoft project standard 2021 win all[@@@]compra de pa",>20,643.80, ,"","Y","microsoft oem"
"ms esd aplicaciones","msesdd8605942","licenciamiento virtual (esd) microsoft visio standard 2021 win all lng pk[@@@]cree di",>20,317.58, ,"","Y","microsoft oem"
"ms esd aplicaciones","msesdd8707606","licenciamiento virtual (esd) microsoft visio pro 2021 win all lng pk[@@@]compra de pa",>20,602.70, ,"","Y","microsoft oem"
"ms esd aplicaciones","msesdh3005939","licenciamiento virtual (esd) microsoft project pro 2021 win all lng pk[@@@]compra de ",>20,1078.37, ,"","Y","microsoft oem"
